Standard Make,Standard Model,Confirmed Model Years,First Confirmed Model Year,Last Confirmed Model Year,Lifecycle Status,Vehicle Category,Market,Present in Original Source,Catalog Origin,Validation Status,Primary Source Name,Primary Source URL,Secondary Source Name,Secondary Source URL,Source Access Date,Notes,Source Organization Count,Source Dataset Count
Aston Martin,Vantage V12,2023,2023,2023,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Aston Martin,Vantage V8,2019-2023,2019,2023,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Aston Martin,Virage,1993; 2012,1993,2012,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Aston%20Martin?format=json,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.",2,2
Aston Martin,Virage Saloon,1991-1992,1991,1992,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Aston Martin,Volante,1980-1985; 1987-1989; 1993,1980,1993,Discontinued,Passenger Car,United States,No,Added - Missing Make and Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1980, 1981, 1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",1,2
Audi,100,1989-1994; 1998; 2001,1989,2001,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1989&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,200,1989-1991,1989,1991,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1989&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,200 20V,1991,1991,1991,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,4000,1980-1987,1980,1987,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1980&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1981, 1982] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Audi,4000 CS,1986-1987,1986,1987,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,4000 S,1984-1986,1984,1986,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",1,1
Audi,5000,1980-1988,1980,1988,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1980&make=AUDI&issueType=r,NHTSA vPIC (VIN product data),https://vpic.nhtsa.dot.gov/api/vehicles/GetModelsForMake/Audi?format=json,2026-07-15,Upgraded to Fully Verified in V2: independently confirmed by NHTSA vPIC product data.,2,3
Audi,5000 CS,1986-1988,1986,1988,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,5000 S,1984-1988,1984,1988,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,80,1988-1992,1988,1992,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1988&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,90,1988-1991; 1993-1995,1988,1995,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1988&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,90 20V,1990-1991,1990,1991,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,A3,2001; 2003-2004; 2006-2013; 2015-2020; 2022-2026,2001,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2001&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,A3 Cabriolet,2015-2020,2015,2020,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2015&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A3 Sportback e-tron,2009; 2016-2018; 2020,2009,2020,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2009&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,A4,1995-2025,1995,2025,Active,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1995&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A4 Cabriolet,2003-2009,2003,2009,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2003&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A4 Ultra,2017-2018,2017,2018,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,A4 allroad,2017-2025,2017,2025,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2017&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A5,2008-2026,2008,2026,Active,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2008&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A5 Cabriolet,2010-2024,2010,2024,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2010&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A5 Sportback,2018-2025,2018,2025,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2018&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A6,1994-2026,1994,2026,Active,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1994&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A6 allroad,2020-2026,2020,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2020&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,A6 e-tron,2025; 2027,2025,2027,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2025&make=AUDI&issueType=r,2026-07-15,"MY2027 record officially published in government data by the 2026-07-15 research cutoff. Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. V3: EPA historical 1980-83 dataset provides a second independent organization for this model.",2,2
Audi,A7,2007; 2009; 2012-2025,2007,2025,Active,Passenger Car,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2007&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,A7 Tfsi E,2022,2022,2022,Discontinued,Passenger Car,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,A8,1996-2027,1996,2027,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1996&make=AUDI&issueType=r,2026-07-15,MY2027 record officially published in government data by the 2026-07-15 research cutoff.,2,2
Audi,Cabriolet,1994-1998; 2000; 2003,1994,2003,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1994&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,Coupe,1982-1987; 1990-1991,1982,1991,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset.",2,3
Audi,Q3,2008; 2015-2026,2008,2026,Active,Multiple Categories,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2008&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,Q4 40 e-tron,2024,2024,2024,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q4 45 e-tron,2025-2026,2025,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q4 50 e-tron,2024,2024,2024,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q4 55 e-tron,2024-2026,2024,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q4 Sportback 50 e-tron,2024,2024,2024,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q4 Sportback 55 e-tron,2024-2026,2024,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q4 e-tron,2022-2025,2022,2025,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2022&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,Q5,2009-2026,2009,2026,Active,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2009&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,Q5 Sportback,2021-2023,2021,2023,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2021&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,Q5 Sportback Tfsi,2025-2026,2025,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q5 Tfsi,2025-2026,2025,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q5 Tfsi E,2022-2023,2022,2023,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q6 Sportback e-tron,2025; 2027,2025,2027,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2025&make=AUDI&issueType=r,2026-07-15,"MY2027 record officially published in government data by the 2026-07-15 research cutoff. Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,Q6 e-tron,2025-2027,2025,2027,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2025&make=AUDI&issueType=r,2026-07-15,MY2027 record officially published in government data by the 2026-07-15 research cutoff.,2,2
Audi,Q7,2007-2026,2007,2026,Active,SUV/Crossover,United States,Yes,Original Source,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2007&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,Q8,2019-2026,2019,2026,Active,SUV/Crossover,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2019&make=AUDI&issueType=r,2026-07-15,,2,2
Audi,Q8 Sportback e-tron,2024-2025,2024,2025,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q8 Sportback e-tron Ultra,2024,2024,2024,Discontinued,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Q8 e-tron,2024-2025,2024,2025,Active,SUV/Crossover,United States,No,Added - Missing Model,Government Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,,,2026-07-15,,1,1
Audi,Quattro,1981-1985; 1987; 1990-1991; 1993-2002; 2009,1981,2009,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=1984&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged. Model year(s) [1981, 1982, 1983] added in V3 from the official EPA 1980-1983 historical dataset. V3: EPA historical 1980-83 dataset provides a second independent organization for this model.",2,3
Audi,R8,2008-2012; 2014-2015; 2017-2018; 2020-2023,2008,2023,Discontinued,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2008&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
Audi,RS 3,2017-2020; 2022-2026,2017,2026,Active,Passenger Car,United States,No,Added - Missing Model,Fully Verified,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA Product Information Catalog (vehicle products API),https://api.nhtsa.gov/products/vehicle/models?modelYear=2017&make=AUDI&issueType=r,2026-07-15,"Non-contiguous confirmed model years reflect the verified records; gaps are preserved, not bridged.",2,2
